verse_key,position,arabic,transliteration,malay_base,english,old_thai,new_thai,category,correction_reason
5:108,3,أَن,an,agar,that,ที่,เพื่อว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อว่า' (Malay: agar)
6:32,12,أَفَلَا,afalā,apakah tidak,Then not,แล้วทำไม,พวกเจ้าจะไม่...หรือ,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: apakah tidak)
6:32,13,تَعْقِلُونَ,taʿqilūna,kalian menggunakan akal,(will) you reason,พวกเจ้าจึงไม่ใช้สติปัญญา,ใช้สติปัญญา,WBW_ALIGNMENT_IMPROVEMENT,Refined WBW translation fidelity to match Malay headword: 'kalian menggunakan akal'
6:80,15,أَن,an,jika,[that],ที่,หาก,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'หาก' (Malay: jika)
6:116,4,مَن,man,orang,of,ของ,ผู้ที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ของ' to 'ผู้ที่' (Malay: orang)
6:125,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
6:125,11,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
6:141,6,وَغَيْرَ,waghayra,dan tidak,and other than,และที่,และที่ไม่,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: dan tidak)
6:141,7,مَعْرُوشَـٰتٍۢ,maʿrūshātin,yang berjunjung,trellised,ไม่มีค้างคาน,มีค้างคาน,WBW_ALIGNMENT_IMPROVEMENT,Refined WBW translation fidelity to match Malay headword: 'yang berjunjung'
6:141,15,وَغَيْرَ,waghayra,dan tidak,and other than,และที่,และที่ไม่,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: dan tidak)
6:141,16,مُتَشَـٰبِهٍۢ ۚ,mutashābihin,serupa,similar,ไม่คล้ายกัน,คล้ายกัน,WBW_ALIGNMENT_IMPROVEMENT,Refined WBW translation fidelity to match Malay headword: 'serupa'
7:13,7,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
7:20,19,أَن,an,bahwa/supaya,that,ที่,เพื่อว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อว่า' (Malay: bahwa/supaya)
7:38,5,قَدْ,qad,sungguh,(who),ที่,ได้,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'ได้' (Malay: sungguh)
7:63,2,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
7:69,2,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
7:82,6,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
7:89,18,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
7:89,22,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
7:97,4,أَن,an,jika,that,ที่,หาก,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'หาก' (Malay: jika)
7:98,4,أَن,an,jika,that,ที่,หาก,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'หาก' (Malay: jika)
7:105,3,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
7:129,5,أَن,an,akan,[that],ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
7:129,9,مَا,mā,apa,[what],ที่,สิ่งที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'สิ่งที่' (Malay: apa)
7:185,14,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
8:67,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
9:13,16,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
9:18,20,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
9:52,11,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
9:62,8,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
9:108,13,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
9:108,19,أَن,an,bahwa,to,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
9:110,10,أَن,an,telah,that,ที่,ได้,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ได้' (Malay: telah)
9:113,6,أَن,an,untuk,that,ที่,เพื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อ' (Malay: untuk)
9:117,15,مَا,mā,apa,[what],ที่,สิ่งที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'สิ่งที่' (Malay: apa)
10:15,21,أَنْ,an,untuk,that,ที่,เพื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อ' (Malay: untuk)
10:35,18,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
10:100,4,أَن,an,untuk,to,ที่,เพื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อ' (Malay: untuk)
11:47,6,أَنْ,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
12:37,10,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
12:38,10,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
12:76,22,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
12:79,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
12:80,20,مَا,mā,apa,that,ที่,สิ่งที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'สิ่งที่' (Malay: apa)
12:94,11,أَن,an,telah,that,ที่,ได้,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ได้' (Malay: telah)
12:96,2,أَن,an,telah,[that],ที่,ได้,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ได้' (Malay: telah)
12:100,32,أَن,an,akan,[that],ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
14:11,20,أَن,an,akan,that,ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
14:22,20,أَن,an,akan,that,ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
17:51,23,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
17:79,8,أَن,an,akan,that,ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
17:88,7,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
17:94,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
17:94,10,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
18:55,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
18:66,7,أَن,an,supaya,that,ที่,เพื่อที่,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อที่' (Malay: supaya)
18:94,15,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
19:35,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
19:92,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
20:63,6,أَن,an,keduanya akan,that,ที่,เขาทั้งสองจะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เขาทั้งสองจะ' (Malay: keduanya akan)
20:81,4,مَا,mā,apa,which,ที่,สิ่งที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'สิ่งที่' (Malay: apa)
20:114,10,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
20:134,17,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
21:57,5,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
24:29,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
24:60,11,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
24:61,16,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
24:61,53,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
25:18,7,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
26:12,5,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
26:22,5,أَنْ,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
26:49,5,أَنْ,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
26:100,1,فَمَا,famā,maka/karena itu tidak ada,So (now) not,ดังนั้น,ดังนั้นจึงไม่มี,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: maka/karena itu tidak ada)
27:38,8,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
27:39,9,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
27:40,11,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
27:60,18,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
27:72,3,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
28:47,2,أَن,an,bahwa/ketika,[that],ที่,เมื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เมื่อ' (Malay: bahwa/ketika)
28:67,8,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
30:43,7,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
30:49,5,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
33:6,20,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
33:37,24,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
33:49,11,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
33:49,13,فَمَا,famā,maka tidak,then not,ดังนั้น,ดังนั้นจึงไม่มี,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: maka tidak)
33:51,18,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
33:53,53,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
33:53,58,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
33:59,14,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
35:37,22,فَمَا,famā,maka tidaklah,then not,ดังนั้น,ดังนั้นจึงไม่มี,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: maka tidaklah)
36:40,5,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
38:4,2,أَن,an,karena,that,ที่,เพราะว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพราะว่า' (Malay: karena)
39:54,8,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
39:55,10,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
40:18,11,مِنْ,min,dari,any,ซึ่ง,จาก,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ซึ่ง' to 'จาก' (Malay: dari)
40:34,7,فَمَا,famā,maka tidak,but not,แล้วสิ่งใดเล่า,แต่ทว่า,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: maka tidak)
42:37,7,مَا,mā,apa-apa,and when,ที่,เมื่อใดก็ตามที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'เมื่อใดก็ตามที่' (Malay: apa-apa)
42:47,5,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
42:51,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
43:66,5,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
48:24,12,أَنْ,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
49:17,3,أَنْ,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
49:17,14,أَنْ,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
50:2,3,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
53:26,13,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
57:16,5,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
57:22,15,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
58:3,13,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
58:4,9,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
60:10,33,أَن,an,bahwa,if,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
61:3,5,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
65:1,20,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
70:41,2,أَن,an,untuk,to,ที่,เพื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อ' (Malay: untuk)
74:15,3,أَنْ,an,bahwa/supaya,that,ที่,เพื่อว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อว่า' (Malay: bahwa/supaya)
74:52,6,أَن,an,untuk,that,ที่,เพื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อ' (Malay: untuk)
75:40,5,أَن,an,bahwa,to,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
76:30,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
92:19,4,مِن,min,dari,any,ซึ่ง,จาก,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ซึ่ง' to 'จาก' (Malay: dari)
